Open,High,Low,Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg
113.82279,116.09924,111.54634,113.82279,6213340.0,,,,,,,,,,,,,,,,,,,113.82279205322266,,,,,,,,,,118.37569427490234,109.26988983154297,,,0.0,6213340.0,,,,,,,,0.0,,
113.82279,105.91104,101.757675,103.83436,4422502.0,,,,,,,,,,,,,,,,,,,108.92845916748047,,,,,,,,,,113.18170928955078,104.4754409790039,,,0.0,1790838.0,,,-938.0577421108202,-388093.3442440033,,,,0.0,,
103.83436,125.460205,120.54021,123.000206,5902246.0,,,,,,,,,,,,,,,,,,,113.60894012451172,,,,,,,,,,118.09454091389973,109.01036326090495,,,0.0,7693084.0,,,1597.6280315065258,701349.368657589,,,,0.0,,
123.000206,110.767006,106.42321,108.59511,3299894.0,,,,,,,,,,,,,,,,,,,113.60894012451172,,,,,,,,,,116.80563163757324,107.82060050964355,,,0.0,4393190.0,,,-1896.2064689748959,314884.18125844,,,,0.0,,
108.59511,137.39037,132.00252,134.69644,7566573.0,,,,,,,,,,,,,,,,,,,119.57402038574219,,,,,,,,,,121.46136322021485,112.11819915771484,,,0.0,11959763.0,,,1858.5695286571815,2133545.240649104,,,,0.0,,
134.69644,122.723206,117.91054,120.31687,5204662.0,,,,,,,,,,,,,,,,,,,119.57402038574219,,,,,,,,,,122.07272593180339,112.68253326416016,,,0.0,6755101.0,,,-1329.6558726216124,1577919.5926038027,,,,0.0,,
120.31687,103.83985,99.76771,101.80378,6230077.0,,,,,,,,,,,,,,,,,,,118.57903671264648,,,,,,,,,,119.75889696393695,110.54669080461774,,,0.0,525024.0,,,-1210.0648189533313,619301.0705810189,,,,0.0,,
101.80378,121.85131,117.07284,119.462074,3618125.0,,,,,,,,,,,,,,,,,,,118.57903671264648,,,,,,,,,,120.3191032409668,111.06380462646484,,,0.0,4143149.0,,,2332.1384542613146,1246879.9229812026,,,,0.0,,
119.462074,123.98841,119.12612,121.55727,2973285.0,,,,,,,,,,,,,,,,,,,118.57903671264648,,,,,,,,,,120.99693128797743,111.68949042426215,,,0.0,7116434.0,,,342.63211996497427,1299027.0232319236,,,,0.0,,
121.55727,102.53811,98.517006,100.52756,2817865.0,,,,,,,,,,,100.52755737304688,,,,,,,,117.95368576049805,,,,,,,,,,119.35210494995117,110.17118606567382,,,0.0,4298569.0,,,-3000.9465347102328,811529.3858110309,,,,0.0,,
