Open,High,Low,Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg
255.6965,260.81042,250.58258,255.6965,1199822.0,,,,,,,,,,,,,,,,,,,255.69650268554688,,,,,,,,,,265.9243469238281,245.4686737060547,,,0.0,1199822.0,,,,,,,,0.0,,
255.6965,214.829,206.40434,210.61667,8070462.0,,,,,,,,,,,,,,,,,,,233.60738372802734,,,,,,,,,,242.4828338623047,223.8303451538086,,,0.0,-6870640.0,,,-4705.8262759519685,-1422839.6809612513,,,,0.0,,
210.61667,189.69511,182.25609,185.9756,2206264.0,,,,,,,,,,,,,,,,,,,221.53325653076172,,,,,,,,,,226.12676493326822,208.732421875,,,0.0,-9076904.0,,,-8308.413770617999,-1680961.223884225,,,,0.0,,
185.9756,172.37436,165.6146,168.99448,2567264.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,213.53363037109375,197.10799407958984,,,0.0,-11644168.0,,,-4471.235588971737,-1915373.8774257898,,,,0.0,,
168.99448,216.23022,207.75061,211.99042,2824506.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,214.92091064453126,198.38855590820313,,,0.0,-8819662.0,,,12908.06212689272,-1196756.881436944,,,,0.0,,
211.99042,255.51283,245.49272,250.50278,10580998.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,222.52124532063803,205.40424092610678,,,0.0,1761336.0,,,3647.086336508321,725496.2853671312,,,,0.0,,
250.50278,177.95518,170.97655,174.46587,3962876.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,216.65313938685827,199.9875248500279,,,0.0,-2201540.0,,,-13390.124576270491,-477383.95983469486,,,,0.0,,
174.46587,194.20839,186.59239,190.40039,4777892.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,214.32354736328125,197.83713150024414,,,0.0,2576352.0,,,2539.975784397963,-41004.02898848057,,,,0.0,,
190.40039,258.95218,248.7972,253.87468,2224332.0,,,,,,,,,,,,,,,,,,,213.21250915527344,,,,,,,,,,219.84645250108508,202.93519592285156,,,0.0,4800684.0,,,28978.607704962098,700527.5625408888,,,,0.0,,
253.87468,196.0162,188.32932,192.17276,1464192.0,,,,,,,,,,,192.17276000976562,,,,,,,,213.21250915527344,,,,,,,,,,217.84777374267577,201.09026489257812,,,0.0,3336492.0,,,-32393.01255829154,344669.0800961256,,,,0.0,,
192.17276,191.11586,183.62114,187.3685,1383124.0,,,,,,,,,,,192.03396743349447,,,,,,,,213.21250915527344,,,,,,,,,,215.75826887650922,199.16149347478694,,,0.0,1953368.0,,,-2603.2798203326483,310091.425275445,,,,0.0,,
187.3685,180.1616,173.09645,176.62903,1377168.0,,,,,,,,,,,191.80455715544224,,,,,,,,213.21250915527344,,,,,,,,,,213.0862604777018,196.6950251261393,,,0.0,576200.0,,,-5509.569636258011,231155.76901590824,,,,0.0,,
176.62903,203.21613,195.24689,199.2315,597852.0,,,,,,,,,,,191.860872717875,-22.082819,,,,,,,213.21250915527344,,,,,,,,,,212.63352848933295,196.27712073692908,,,0.0,1174052.0,,,30128.614937733597,307660.3832093477,,,,0.0,,
199.2315,231.30295,222.23224,226.7676,3662724.0,,,50.721179744672945,,-35.76084262979435,,,,,,192.7544752515981,7.6683984,,,,,,,213.21250915527344,,,,,,,,,,214.29101235525948,197.80710383823939,,,36.70342254638672,4836776.0,,-32721551.209993992,6819.291743717202,813890.9200335741,213.20801975561997,,,0.0,,
226.7676,234.06639,224.88731,229.47685,1687498.0,,,51.21594989898999,,-31.57926830464485,,,,,,193.100062418969,23.390839,-0.008046823378195844,,,,,,213.21250915527344,,,,,,,,,,215.91534016927082,199.30648193359374,,,34.737397875104634,6524274.0,,-27393919.722850252,1473.6905079893868,834051.9213651419,212.7115776887973,,,0.0,0.8987701358790402,0.906816959257236
229.47685,217.36276,208.83875,213.10075,2087658.0,,,48.07400818843693,,-49.12428894557634,,,,,,193.48711908077166,26.099241,-0.006562087029093,,,,,,213.21250915527344,,,,,,,,,,216.27217960357666,199.63587284088135,,,33.73030569115464,4436616.0,,-28364458.80809737,-6686.447153977388,685070.9391602278,213.13953933940707,,,0.0,0.8936567353516176,0.9002188223807106
213.10075,240.9294,231.48119,236.20529,1651380.0,,,52.50137453737703,,-24.37055458158056,,,,,,195.44032060095495,11.4226265,0.0633955204678831,,,,,,213.21250915527344,,,,,,,,,,218.00049276912912,201.2312379724839,,,33.308758413131315,6087996.0,,-18861768.706544746,13219.039217152851,864114.7636684179,215.53910854398484,,,0.0,0.9264449130845269,0.8630493926166438
236.20529,201.55005,193.64612,197.59808,2851632.0,,,45.51752196027455,,-69.73987485367884,,,,,,195.4542931982372,-21.119404,0.05437908430483018,,,,,,213.21250915527344,,,,,,,,,,217.30613284640842,200.5902887980143,,,33.969502353906535,3236364.0,,-31894880.388743155,-10700.844714823059,398022.1345037222,217.20029969113398,,,0.0,0.9254248292429348,0.8710457449381046
197.59808,248.38664,238.64601,243.51633,5100648.0,,,53.44901293828363,,-17.545599559870134,,,,,,195.83552965808673,39.578205,0.05872172120730279,,,,,,213.21250915527344,,,,,,,,,,219.1982815391139,202.33688916658102,,,35.170863540053276,8337012.0,,6120502.010157932,8768.9382713833,1583321.2194741964,220.63140189143408,,,0.0,0.9270681213365952,0.8683464001292924
243.51633,208.02724,199.86931,203.94827,3861832.0,,,47.08766373209358,,-62.52175196524334,,,,,,195.90887625902852,7.11547,-0.01273345005343085,,,-18.985640209537415,43.44806213378905,,213.21250915527344,,,,210.42661743164064,263.8868146626434,156.96642020063783,0.43940964435120383,50.811249910786515,210.42661514282227,218.84367752075195,202.00956192016602,260.8104248046875,165.61459350585938,35.776303175236414,4475180.0,-5.210875016048025e-08,-16583166.546189964,-8358.555356072342,955826.5997027159,210.26106109362829,,,0.0,0.8931930543805062,0.9059265044339371
203.94827,224.65381,215.84387,220.24884,3848210.0,,,49.7414283916525,,-45.07950658305728,,,,,,196.4265599433003,-13.245053,0.060974076229208696,,,36.85077427250539,-16.481474304199224,,213.21250915527344,,,,208.65423431396485,258.20067748272373,159.10779114520597,0.6170074507525627,47.49143321405659,208.65423278808595,217.000399017334,200.30807342529297,258.9521789550781,165.61459350585938,34.69981979762466,8323390.0,-5.004246384135977e-08,-5252998.847060358,3731.786054070025,1263395.0158928633,215.19014823307296,,,0.0,0.9149057094269717,0.853931633197763
220.24884,217.7611,209.22145,213.49127,1792706.0,,,48.65204936298348,,-52.9503481739816,,,,,,196.84827553582159,11.0934105,-0.001427090615765736,,,14.815076786939947,-21.429464721679693,,213.21250915527344,,,,208.79796447753907,258.38300813137556,159.21292082370258,0.5473258380882161,47.49571556208392,208.7979637145996,217.1498794555664,200.446053314209,258.9521789550781,165.61459350585938,33.008931921106274,6530684.0,-5.5234175173389394e-08,-6233189.489374839,-3219.0006710618477,1208392.123070836,218.62551336207508,,,0.0,0.8847190165469524,0.8861461071627181
213.49127,206.21924,198.1322,202.17572,2303480.0,,,46.80359004877635,,-61.37708143418065,,,,,,196.87611227262389,7.9027267,-0.09010276992289556,,,-24.396617720904768,-32.978942108154286,,213.21250915527344,,,,209.60797042846679,258.1945003133784,161.02144054355517,0.42351532172365436,46.359429735037494,209.60796966552735,217.99228591918944,201.2236587524414,258.9521789550781,165.61459350585938,31.748227485614308,4227204.0,-5.5145578815576e-08,-9066326.299904997,-3972.653434965791,1086302.115357995,215.17148031783984,,,0.0,0.8273649769789643,0.9174677469018598
