Open,High,Low,Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg
111.083244,113.30491,108.86158,111.083244,13653328.0,,,,,,,,,,,,,,,,,,,111.08324432373047,,,,,,,,,,115.52657318115234,106.6399154663086,,,0.0,13653328.0,,,,,,,,0.0,,
111.083244,112.05284,107.658615,109.85573,15331437.0,,,,,,,,,,,,,,,,,,,110.48176193237305,,,,,,,,,,114.88826751708984,106.05071258544922,,,0.0,-1678109.0,,,-35.18250353248182,-169418.559230268,,,,0.0,,
109.85573,100.879715,96.923645,98.90168,13722221.0,,,,,,,,,,,,,,,,,,,105.11427688598633,,,,,,,,,,110.87809499104817,102.34901173909505,,,0.0,-15400330.0,,,-315.80150189234183,-1537702.7588523626,,,,0.0,,
98.90168,88.999084,85.50893,87.254005,16690450.0,,,,,,,,,,,,,,,,,,,99.40691757202148,,,,,,,,,,105.84461212158203,97.70272064208984,,,0.0,-32090780.0,,,-243.56578459169623,-3503341.3049407005,,,,0.0,,
87.254005,109.98513,105.67199,107.82856,8699523.0,,,,,,,,,,,,,,,,,,,99.40691757202148,,,,,,,,,,107.10402984619141,98.86526031494141,,,0.0,-23391257.0,,,1020.0668650233574,-1451987.3168988228,,,,0.0,,
107.82856,112.975174,108.544785,110.75998,24353632.0,,,,,,,,,,,,,,,,,,,99.40691757202148,,,,,,,,,,108.45175298055013,100.1093152364095,,,0.0,962375.0,,,53.32810105298555,-789911.5011181831,,,,0.0,,
110.75998,105.69072,101.54599,103.618355,27358919.0,,,,,,,,,,,,,,,,,,,99.40691757202148,,,,,,,,,,108.35337175641742,100.01850237165179,,,0.0,-26396544.0,,,-108.1917800588074,-2553970.751996994,,,,0.0,,
103.618355,127.58019,122.57705,125.07862,19492264.0,,,,,,,,,,,,,,,,,,,106.54455947875977,,,,,,,,,,111.06942176818848,102.52562427520752,,,0.0,-6904280.0,,,550.8277010451509,1483047.4075660706,,,,0.0,,
125.07862,98.91016,95.03133,96.97074,51754871.0,,,,,,,,,,,,,,,,,,,106.54455947875977,,,,,,,,,,109.93388281928168,101.47743394639757,,,0.0,-58659151.0,,,-210.65783000673835,-10147393.6419909,,,,0.0,,
96.97074,109.48867,105.195,107.341835,36031598.0,,,,,,,,,,,107.34183502197266,,,,,,,,106.54455947875977,,,,,,,,,,110.10404510498047,101.63450698852539,,,0.0,-22627553.0,,,123.5861362975162,-6293786.855922937,,,,0.0,,
107.341835,115.8981,111.35309,113.625595,18827543.0,,,,,,,,,,,107.37928471761278,,,,,,,,106.54455947875977,,,,,,,,,,110.8373697454279,102.31142356178977,,,0.0,-3800010.0,,,151.691457556643,-5191627.22963202,,,,0.0,,
113.625595,107.4113,103.1991,105.3052,17903225.0,,,,,,,,,,,107.36395978709214,,,,,,,,106.54455947875977,,,,,,,,,,110.72737248738606,102.20988782246907,,,0.0,-21703235.0,,,-195.75918237447226,-6502616.873479962,,,,0.0,,
105.3052,108.89136,104.62111,106.75623,20462008.0,,,,,,,,,,,107.35732332221065,-3.8952868,,,,,,,106.54455947875977,,,,,,,,,,110.75038088285007,102.2311260516827,,,0.0,-1241227.0,,,30.281867230456374,-6220665.08330071,,,,0.0,,
106.75623,117.567825,112.95732,115.26257,17761619.0,,,53.76635475450359,,-29.27798576989372,,,,,,107.70921488164589,4.921769,,,,,,,106.54455947875977,,,,,,,,,,111.40200206211635,102.83262198311942,,,12.346128463745117,16520392.0,,-36382968.71021254,220.80485626601268,-4805417.768407106,106.16207846796118,,,0.0,,
115.26257,110.04465,105.72917,107.88691,14354945.0,,,49.41781661171246,,-46.80934250815824,,,,,,107.70996242830265,9.085012,-0.010025122190422064,,,,,,106.54455947875977,,,,,,,,,,111.45536092122396,102.88187611897787,,,12.14521939413888,2165447.0,,-46310722.83373682,-221.73192850036688,-5723992.365844488,106.02192572686525,,,0.0,0.8592037383445252,0.8692288605349473
107.88691,100.01462,96.09248,98.05355,10246163.0,,,44.27631880981175,,-70.18244167732821,,,,,,107.53447904988985,12.377134,-0.04082533246655906,,,,,,106.54455947875977,,,,,,,,,,110.86288118362427,102.3349723815918,,,12.120162720582924,-8080716.0,,-54088361.9632125,-376.41166589029245,-6657879.288029909,105.55016745512474,,,0.0,0.8385116675327823,0.8793369999993413
98.05355,140.64478,135.1293,137.88704,16778795.0,,,61.67232950862978,,-5.001711692339284,,,,,,108.87687042964903,27.876177,0.04754290574495934,,,,,,113.07685089111328,,,,,,,,,,112.77697709027458,104.10183087517234,,,14.296667145570582,8698079.0,,49118252.185572885,1309.3937942997768,158374.16829681396,107.65782615593626,,,0.0,0.8985309397129175,0.8509880339679582
137.88704,106.9677,102.77289,104.87029,25216715.0,,,48.23185868007224,,-78.42968123551721,,,,,,108.793793840862,-5.317522,0.03361590732279629,,,,,,113.07685089111328,,,,,,,,,,112.57076178656683,103.91147825453017,,,15.783630278099581,-16518636.0,,-76837767.73339465,-549.2346927169327,-5879712.068293631,108.53175876948065,,,0.0,0.9015712743366905,0.8679553670138942
