Open,High,Low,Close,Volume,SMA_50,EMA_50,RSI,Stoch_RSI,Williams_R,Awesome_Oscillator,MACD,MACD_Signal,MACD_Diff,TSI,KAMA,ROC,Vortex_Diff,TRIX,Mass_Index,CCI,DPO,Ichimoku_A,Ichimoku_B,Aroon_Up,Aroon_Down,Aroon_Indicator,Bollinger_Mid,Bollinger_Upper,Bollinger_Lower,Bollinger_PBand,Bollinger_WBand,Keltner_Channel_Center,Keltner_Channel_Upper,Keltner_Channel_Lower,Donchian_Channel_Upper,Donchian_Channel_Lower,ATR,OBV,Chaikin_MF,Force_Index,Ease_of_Movement,Volume_Price_Trend,VWAP,SMA_200,EMA_200,ADX,Vortex_Pos,Vortex_Neg
353.9651,361.04437,346.8858,353.9651,112704,,,,,,,,,,,,,,,,,,,353.965087890625,,,,,,,,,,368.1236572265625,339.8065185546875,,,0.0,112704,,,,,,,,0.0,,
353.9651,323.3669,310.68588,317.0264,103086,,,,,,,,,,,,,,,,,,,335.86512756347656,,,,,,,,,,348.91554260253906,322.07594299316406,,,0.0,9618,,,-454397.93405202933,-10757.733842611313,,,,0.0,,
317.0264,366.3417,351.97537,359.15854,86926,,,,,,,,,,,,,,,,,,,338.5137939453125,,,,,,,,,,357.11865234375,329.6480305989583,,,0.0,96544,,,696321.4260324514,794.5450012683868,,,,0.0,,
359.15854,305.97064,293.9718,299.97122,43308,,,,,,,,,,,,,,,,,,,330.15675354003906,,,,,,,,,,345.83150482177734,319.22911834716797,,,0.0,53236,,,-1639833.6062242398,-6342.37024307251,,,,0.0,,
299.97122,348.01312,334.36554,341.18933,61782,,,,,,,,,,,,,,,,,,,330.15675354003906,,,,,,,,,,347.63258666992186,320.8916442871094,,,0.0,115018,,,910504.0106999206,2146.8982820510864,,,,0.0,,
341.18933,332.72952,319.6813,326.2054,45569,,,,,,,,,,,,,,,,,,,330.15675354003906,,,,,,,,,,346.23609415690106,319.6025695800781,,,0.0,69449,,,-429049.1616572361,145.65807628631592,,,,0.0,,
326.2054,304.4562,292.51675,298.48648,148783,,,,,,,,,,,,,,,,,,,329.4292297363281,,,,,,,,,,341.12035696847096,314.8803492954799,,,0.0,-79334,,,-222437.31714928368,-12497.009478032589,,,,0.0,,
298.48648,288.23682,276.9334,282.5851,87358,,,,,,,,,,,,,,,,,,,321.63755798339844,,,,,,,,,,335.2163772583008,309.4305191040039,,,0.0,-166692,,,-205750.59956117178,-17150.860183894634,,,,0.0,,
282.5851,301.8978,290.0587,295.97824,62795,,,,,,,,,,,,,,,,,,,321.63755798339844,,,,,,,,,,332.17204115125867,306.62036471896704,,,0.0,-103897,,,252508.5259683668,-14174.691729009151,,,,0.0,,
295.97824,334.18167,321.0765,327.6291,195459,,,,,,,,,,,327.62908935546875,,,,,,,,321.63755798339844,,,,,,,,,,333.02826232910155,307.4107208251953,,,0.0,91562,,,212213.0732180406,6727.00078445673,,,,0.0,,
327.6291,302.94046,291.06046,297.00046,149242,,,,,,,,,,,326.70346169872414,,,,,,,,321.63755798339844,,,,,,,,,,330.8330078125,305.3843328302557,,,0.0,-57680,,,-243810.91524692278,-7224.993995845318,,,,0.0,,
297.00046,346.2526,332.6741,339.46335,60466,,,,,,,,,,,326.84909062494324,,,,,,,,321.63755798339844,,,,,,,,,,332.6837437947591,307.0927098592122,,,0.0,2786,,,953563.9371131606,1419.9793346524239,,,,0.0,,
339.46335,383.85797,368.80475,376.33136,132354,,,,,,,,,,,327.318967047911,6.3187795,,,,,,,330.39569091796875,,,,,,,,,,337.1991952749399,311.26082200270434,,,0.0,135140,,,419316.6514346705,15794.509994089603,,,,0.0,,
376.33136,342.6039,329.1685,335.8862,109809,,,50.016485495666544,,-44.86506280210885,,,,,,327.4815498954221,5.948969,,,,,,,330.39569091796875,,,,,,,,,,338.0650830950056,312.0601043701172,,,37.97327423095703,25331,,-443845.14297100133,-494857.3324441473,3993.0972355008125,325.79273186238584,,,0.0,,
335.8862,332.76343,319.71387,326.23865,261535,,,48.267682697118545,,-53.88782842386229,,,,,,327.469452846612,-9.165838,-0.08625528220573553,,,,,,330.39569091796875,,,,,,,,,,338.14662475585936,312.1353698730469,,,36.41606412615095,-236204,,-740891.928337065,-48137.46693854163,-3518.8950130939484,323.81754943884863,,,0.0,0.7940883787728029,0.8803436609785384
326.23865,263.5875,253.25075,258.41913,96113,,,38.16539618407432,,-96.04280636370805,,,,,,324.88493936189246,-13.852027,-0.07557658744631413,,,,,,318.55435943603516,,,,,,,,,,333.8097038269043,308.1320581436157,,,39.02833810144541,-332317,,-1566241.286257035,-729384.4372355002,-23499.171014368534,320.19408567276616,,,0.0,0.8100929601204997,0.8856695475668138
258.41913,416.70987,400.36832,408.5391,146981,,,58.74725250180487,,-4.9986665057325315,,,,,,328.7695161579654,19.739704,-0.06387548795818121,,,,,,334.98030853271484,,,,,,,,,,339.1668180577895,313.0770865047679,,,47.54708116325623,-185336,,1809619.2570389963,1669054.7481477198,61884.53811138868,326.18702345095784,,,0.0,0.8391311544303997,0.9030066423885809
408.5391,332.4117,319.37595,325.89383,121756,,,49.06476616993932,,-55.558869454505164,,,,,,328.73076290921455,-0.095517874,-0.06600192883497846,,,,,,334.98030853271484,,,,,,,,,,339.1536390516493,313.0649185180664,,,50.51965729249908,-307092,,113594.11694302387,-884838.8254801098,37253.95098680258,326.84157969021084,,,0.0,0.8417629522776493,0.9077648811126278
325.89383,321.70145,309.08572,315.3936,59771,,,47.982709000997964,,-61.98264319754096,,,,,,328.6280227572977,5.664278,-0.13924033817536263,,,,,,334.98030853271484,,,,,,,,,,338.5670953047903,312.52349451968547,,,48.11168930508843,-366863,,7707.80130412092,-221626.15677505083,35328.13969671726,325.9055252935121,,,0.0,0.8035346337311916,0.9427749719065542
315.3936,354.10477,340.2183,347.16153,74763,,,51.4698275148754,,-42.5478487334885,,,,,,328.7712305847048,22.852022,-0.05775733192077559,,,54.82941284715412,-30.647863769531227,,334.98030853271484,,,,326.6261047363281,392.96123895528467,260.29097051737153,0.6547854319319303,40.61839103307815,326.62610626220703,339.69114074707034,313.5610725402832,416.7098693847656,253.25074768066406,47.44022447191247,-292100,6.566773269289288e-08,345901.94717320293,590057.5751013828,42858.62913942337,326.82838779837675,,,0.0,0.8468601732172468,0.9046175051380224
347.16153,252.76962,242.85709,247.81335,108033,,,41.98964597484524,,-97.14915791439698,,,,,,327.6756560050101,-16.273117,-0.05076126103494549,,,-175.5183576405954,6.310571289062523,,329.7834777832031,,,,321.3185180664062,394.6702327501062,247.96680338270625,-0.0010459802554066598,45.65669923109787,321.31851959228516,334.17125244140624,308.46578750610354,416.7098693847656,242.85708618164062,51.501954392445505,-400133,6.581000995271864e-08,-1236781.3874301189,-911566.2986620697,11942.528696656227,324.2363652284789,,,0.0,0.8633592029815473,0.9141204640164928
247.81335,363.8338,349.5658,356.6998,66298,,,52.349037029771495,,-34.51775099318776,,,,,,327.86506362261656,8.873055,0.01086441797947335,,,76.57281590040381,-26.301730346679676,,329.7834777832031,,,,323.30218811035155,398.2115787262111,248.39279749449202,0.7229200518056411,46.34016927240282,323.3021896362305,336.23427124023436,310.370108795166,416.7098693847656,242.85708618164062,56.11041813422395,-333835,6.695248435395794e-08,-28819.264883252094,2343347.321527893,41073.13207900524,327.7558247747111,,,0.0,0.9048265863503644,0.893962168370891
356.6998,347.11398,333.50168,340.30783,100264,,,50.876099001104414,,-43.946399457380345,,,,,,327.9885972829488,14.581585,-0.04912471943826224,,,42.24646329462329,17.10369567871095,,329.7834777832031,,,,322.3596527099609,395.90260689338817,248.81669852653368,0.6220251368732107,45.62789019356377,322.35965423583986,335.2540344238281,309.465274810791,416.7098693847656,242.85708618164062,53.759539704435625,-434099,6.653370930983566e-08,-259491.40659077856,-222544.94289859926,36465.5475372076,329.6894488708216,,,0.0,0.8742496895454065,0.9233744089836687
340.30783,296.19437,284.5789,290.38663,952296,,,46.57782930074254,,-72.66104106018669,,,,,,327.5483080414753,-14.457149,-0.1058848331561234,,,-72.65497697297903,54.45093688964846,,329.7834777832031,,,,321.8804229736328,396.1222842847486,247.63856166251696,0.28789731816939396,46.13008807758242,321.8804244995117,334.75563659667966,309.0052131652832,416.7098693847656,242.85708618164062,53.90021135919692,-1386395,4.664885152494426e-08,-7013815.850808279,-60890.588911234,-103230.7932511568,314.5132008048124,,,0.0,0.8487682499499914,0.9546530831061149
290.38663,350.2143,336.4804,343.34735,380592,,,51.280417648091756,,-42.19806951541986,,,,,,327.6491288407703,-8.764619,-0.04669652443892147,,,49.12763601464082,13.897875976562489,,329.7834777832031,68.0,84.0,-16.0,321.9883239746094,396.34830255578925,247.6283453934295,0.6436191047062461,46.1879969206856,321.9883239746094,334.8678512573242,309.1087989807129,416.7098693847656,242.85708618164062,54.323601064706295,-1005803,4.222293741392546e-08,-3132352.469010333,191111.89078667248,-33818.39375889301,319.60025224732044,,,0.0,0.8798861032175778,0.9265826276564992
